patient_id,member_id,source_a_name,source_b_name,source_a_email,source_b_email,source_a_phone,source_b_phone,source_a_dob,source_b_dob,name_score,address_score,email_match,phone_match,dob_match,match_score,match_status
HOS-A-01085,CRM-B-01085,Patricia Oliveira,Patricia Oliveira,patricia.oliveira.1085@examplehealth.org,,27990001085,27990001085,2016-06-06,2016-06-06,1.0,1.0,0.0,1.0,1.0,0.8,review
HOS-A-01087,CRM-B-01087,Carlos Pereira,Carlos Pereira,carlos.pereira.1087@examplehealth.org,,27990001087,27990001087,2012-08-08,2012-08-08,1.0,0.97,0.0,1.0,1.0,0.795,review
HOS-A-01093,CRM-B-01093,Diego Fernandes Almeida,Diego Fernandes Almeida,diego.fernandes.1093@examplehealth.org,,27990001093,27990001093,1996-02-14,1996-02-14,1.0,1.0,0.0,1.0,1.0,0.8,review
HOS-A-01094,CRM-B-01094,Gabriela Almeida,Gabriela Almeida,gabriela.almeida.1094@examplehealth.org,,27990001094,27990001094,1988-03-15,1988-03-15,1.0,1.0,0.0,1.0,1.0,0.8,review
HOS-A-01104,CRM-B-01104,Beatriz Silva,Beatriz Silv,beatriz.silva.1104@examplehealth.org,,27990001104,27990001104,1985-01-25,1985-01-25,0.96,1.0,0.0,1.0,1.0,0.788,review
HOS-A-01124,CRM-B-01124,Alex Martins Souza,Alex Martins Souza,alex.martins.1124@examplehealth.org,,27990001124,27990001124,2011-09-18,2011-09-18,1.0,1.0,0.0,1.0,1.0,0.8,review
HOS-A-01132,CRM-B-01132,Marcos Oliveira,Marcos Oliveira,marcos.oliveira.1132@examplehealth.org,,27990001132,27990001132,2016-05-26,2016-05-26,1.0,1.0,0.0,1.0,1.0,0.8,review
HOS-A-01133,CRM-B-01133,Luciana Souza,Luciana Souz,luciana.souza.1133@examplehealth.org,,27990001133,27990001133,2000-06-27,2000-06-27,0.96,1.0,0.0,1.0,1.0,0.788,review
HOS-A-01134,CRM-B-01134,Leticia Moreira,Leticia Moreira,leticia.moreira.1134@examplehealth.org,,27990001134,27990001134,2014-07-01,2014-07-01,1.0,1.0,0.0,1.0,1.0,0.8,review
HOS-A-01139,CRM-B-01139,Luciana Silva,Luciana Silv,luciana.silva.1139@examplehealth.org,,27990001139,27990001139,2016-12-06,2016-12-06,0.96,1.0,0.0,1.0,1.0,0.788,review
HOS-A-01145,CRM-B-01145,Bruno Araujo,Bruno Araujo,bruno.araujo.1145@examplehealth.org,,27990001145,27990001145,2006-06-12,2006-06-12,1.0,1.0,0.0,1.0,1.0,0.8,review
HOS-A-01148,CRM-B-01148,Eduardo Santos Rocha,Eduardo Santos Rocha,eduardo.santos.1148@examplehealth.org,,27990001148,27990001148,2000-09-15,2000-09-15,1.0,1.0,0.0,1.0,1.0,0.8,review
HOS-A-01156,CRM-B-01156,Priscila Martins,Priscila Martins,priscila.martins.1156@examplehealth.org,,27990001156,27990001156,2014-05-23,2014-05-23,1.0,1.0,0.0,1.0,1.0,0.8,review
HOS-A-01157,CRM-B-01157,Fernando Fernandes,Fernando Fernandes,fernando.fernandes.1157@examplehealth.org,,27990001157,27990001157,2014-06-24,2014-06-24,1.0,1.0,0.0,1.0,1.0,0.8,review
HOS-A-01158,CRM-B-01158,Bianca Fernandes Santos,Bianca Fernandes Santos,bianca.fernandes.1158@examplehealth.org,,27990001158,27990001158,2000-07-25,2000-07-25,1.0,1.0,0.0,1.0,1.0,0.8,review
HOS-A-01163,CRM-B-01163,Gabriela Lima,Gabriela Lima,gabriela.lima.1163@examplehealth.org,,27990001163,27990001163,2014-12-03,2014-12-03,1.0,1.0,0.0,1.0,1.0,0.8,review
HOS-A-01166,CRM-B-01166,Monica Moreira,Monica Moreira,monica.moreira.1166@examplehealth.org,,27990001166,27990001166,1984-03-06,1984-03-06,1.0,0.963,0.0,1.0,1.0,0.794,review
HOS-A-01198,CRM-B-01198,Vanessa Silva,Vanessa Silva,vanessa.silva.1198@examplehealth.org,,27990001198,27990001198,1999-11-11,1999-11-11,1.0,1.0,0.0,1.0,1.0,0.8,review
HOS-A-01199,CRM-B-01199,Carla Gomes,Carla Gomes,carla.gomes.1199@examplehealth.org,,27990001199,27990001199,2014-12-12,2014-12-12,1.0,1.0,0.0,1.0,1.0,0.8,review
