patient_id,member_id,source_a_name,source_b_name,source_a_email,source_b_email,source_a_phone,source_b_phone,source_a_dob,source_b_dob,name_score,address_score,email_match,phone_match,dob_match,match_score,match_status
HOS-A-00201,CRM-B-00201,Leandro Souza,Leandro Souz,leandro.souza.201@examplehealth.org,leandro.souza.201@examplehealth.org,27990000201,27990000201,2012-10-13,2012-10-13,0.96,1.0,1.0,1.0,1.0,0.988,auto_match
HOS-A-00202,CRM-B-00202,Patricia Gomes,Patricia Gomes,patricia.gomes.202@examplehealth.org,patricia.gomes.202@examplehealth.org,27990000202,27990000202,1970-11-14,1970-11-14,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00203,CRM-B-00203,Carlos Martins,Carlos Martins,carlos.martins.203@examplehealth.org,carlos.martins.203@examplehealth.org,27990000203,27990000203,1990-12-15,1990-12-15,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00204,CRM-B-00204,Rafael Silva,Rafael Silva,rafael.silva.204@examplehealth.org,rafael.silva.204@examplehealth.org,27990000204,27990000204,1972-01-16,1972-01-16,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00205,CRM-B-00205,Maria Oliveira,Maria Oliveira,maria.oliveira.205@examplehealth.org,maria.oliveira.205@examplehealth.org,27990000205,27990000205,1960-02-17,1960-02-17,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00206,CRM-B-00206,Rafael Araujo,Rafael Arauj,rafael.araujo.206@examplehealth.org,rafael.araujo.206@examplehealth.org,27990000206,27990000206,1970-03-18,1970-03-18,0.96,1.0,1.0,1.0,1.0,0.988,auto_match
HOS-A-00207,CRM-B-00207,Gustavo Fernandes,Gustavo Fernandes,gustavo.fernandes.207@examplehealth.org,gustavo.fernandes.207@examplehealth.org,27990000207,27990000207,1997-04-19,1997-04-19,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00208,CRM-B-00208,Leticia Carvalho,Leticia Carvalo,leticia.carvalho.208@examplehealth.org,leticia.carvalho.208@examplehealth.org,27990000208,27990000208,1969-05-20,1969-05-20,0.968,1.0,1.0,1.0,1.0,0.99,auto_match
HOS-A-00209,CRM-B-X00209,Maria Fernandes,Maria Fernandes,maria.fernandes.209@examplehealth.org,maria.fernandes.209@examplehealth.org,27990000209,27990000209,1969-06-21,1969-06-21,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00210,CRM-B-00210,Juliana Rocha,Juliana Rocha,juliana.rocha.210@examplehealth.org,juliana.rocha.210@examplehealth.org,27990000210,27990000210,1960-07-22,1960-07-22,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00211,CRM-B-00211,Rodrigo Dias,Rodrigo Dias,rodrigo.dias.211@examplehealth.org,rodrigo.dias.211@examplehealth.org,27990000211,27990000211,1954-08-23,1954-08-23,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00212,CRM-B-00212,Paulo Lima,Paulo Lima,paulo.lima.212@examplehealth.org,paulo.lima.212@examplehealth.org,27990000212,27990000212,1963-09-24,1963-09-24,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00213,CRM-B-00213,Fernando Moreira,Fernando Moreira,fernando.moreira.213@examplehealth.org,fernando.moreira.213@examplehealth.org,27990000213,27990000213,1980-10-25,1980-10-25,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00214,CRM-B-00214,Ricardo Nascimento,Ricardo Nasciment,ricardo.nascimento.214@examplehealth.org,ricardo.nascimento.214@examplehealth.org,27990000214,27990000214,1953-11-26,1953-11-26,0.971,1.0,1.0,1.0,1.0,0.991,auto_match
HOS-A-00215,CRM-B-00215,Vanessa Barbosa Souza,Vanessa Barbosa Souza,vanessa.barbosa.215@examplehealth.org,vanessa.barbosa.215@examplehealth.org,27990000215,27990000215,1987-12-27,1987-12-27,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00216,CRM-B-00216,Monica Lima,Monica Lima,monica.lima.216@examplehealth.org,monica.lima.216@examplehealth.org,27990000216,27990000216,1941-01-01,1941-01-01,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00217,CRM-B-00217,Renata Souza,Renata Souz,renata.souza.217@examplehealth.org,renata.souza.217@examplehealth.org,27990000217,27990000217,1957-02-02,1957-02-02,0.957,1.0,1.0,1.0,1.0,0.987,auto_match
HOS-A-00218,CRM-B-00218,Andre Martins,Andre Martins,andre.martins.218@examplehealth.org,andre.martins.218@examplehealth.org,27990000218,27990000218,1971-03-03,1971-03-03,1.0,0.963,1.0,1.0,1.0,0.994,auto_match
HOS-A-00219,CRM-B-00219,Fernanda Almeida,Fernanda Almeida,fernanda.almeida.219@examplehealth.org,fernanda.almeida.219@examplehealth.org,27990000219,27990000219,1943-04-04,1943-04-04,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00220,CRM-B-00220,Beatriz Rocha,Beatriz Rocha,beatriz.rocha.220@examplehealth.org,beatriz.rocha.220@examplehealth.org,27990000220,27990000220,1985-05-05,1985-05-05,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00221,CRM-B-00221,Diego Gomes,Diego Gomes,diego.gomes.221@examplehealth.org,diego.gomes.221@examplehealth.org,27990000221,27990000221,1992-06-06,1992-06-06,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00222,CRM-B-00222,Bruno Oliveira,Bruno Oliveira,bruno.oliveira.222@examplehealth.org,bruno.oliveira.222@examplehealth.org,27990000222,27990000222,1983-07-07,1983-07-07,1.0,0.966,1.0,1.0,1.0,0.995,auto_match
HOS-A-00223,CRM-B-X00223,Mateus Fernandes,Mateus Fernandes,mateus.fernandes.223@examplehealth.org,mateus.fernandes.223@examplehealth.org,27990000223,27990000223,1974-08-08,1974-08-08,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00224,CRM-B-00224,Juliana Souza,Juliana Souza,juliana.souza.224@examplehealth.org,juliana.souza.224@examplehealth.org,27990000224,27990000224,1967-09-09,1967-09-09,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00225,CRM-B-00225,Maria Almeida Rodrigues,Maria Almeida Rodrigue,maria.almeida.225@examplehealth.org,maria.almeida.225@examplehealth.org,27990000225,27990000225,1964-10-10,1964-10-10,0.978,1.0,1.0,1.0,1.0,0.993,auto_match
HOS-A-00226,CRM-B-X00226,Ana Martins Almeida,Ana Martins Almeida,ana.martins.226@examplehealth.org,ana.martins.226@examplehealth.org,27990000226,27990000226,1942-11-11,1942-11-11,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00227,CRM-B-00227,Renata Silva,Renata Silva,renata.silva.227@examplehealth.org,renata.silva.227@examplehealth.org,27990000227,27990000227,1949-12-12,1949-12-12,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00228,CRM-B-00228,Leandro Pereira,Leandro Pereira,leandro.pereira.228@examplehealth.org,leandro.pereira.228@examplehealth.org,27990000228,27990000228,1963-01-13,1963-01-13,1.0,0.971,1.0,1.0,1.0,0.996,auto_match
HOS-A-00229,CRM-B-00229,Ana Dias,Ana Dias,ana.dias.229@examplehealth.org,ana.dias.229@examplehealth.org,27990000229,27990000229,1964-02-14,1964-02-14,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00230,CRM-B-00230,Beatriz Santos,Beatriz Santo,beatriz.santos.230@examplehealth.org,beatriz.santos.230@examplehealth.org,27990000230,27990000230,1973-03-15,1973-03-15,0.963,1.0,1.0,1.0,1.0,0.989,auto_match
HOS-A-00231,CRM-B-00231,Carla Gomes,Carla Gomes,carla.gomes.231@examplehealth.org,,27990000231,27990000231,2008-04-16,2008-04-16,1.0,1.0,0.0,1.0,1.0,0.8,review
HOS-A-00232,CRM-B-00232,Bianca Lima,Bianca Lima,bianca.lima.232@examplehealth.org,bianca.lima.232@examplehealth.org,27990000232,27990000232,1978-05-17,1978-05-17,1.0,0.971,1.0,1.0,1.0,0.996,auto_match
HOS-A-00233,CRM-B-00233,Monica Pereira Teixeira,Monica Pereira Teixeira,monica.pereira.233@examplehealth.org,monica.pereira.233@examplehealth.org,27990000233,27990000233,1961-06-18,1961-06-18,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00234,CRM-B-00234,Priscila Costa,Priscila Costa,priscila.costa.234@examplehealth.org,priscila.costa.234@examplehealth.org,27990000234,27990000234,1963-07-19,1963-07-19,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00235,CRM-B-00235,Eduardo Rocha,Eduardo Rocha,eduardo.rocha.235@examplehealth.org,,27990000235,27990000235,1979-08-20,1979-08-20,1.0,1.0,0.0,1.0,1.0,0.8,review
HOS-A-00236,CRM-B-00236,Luciana Gomes,Luciana Gomes,luciana.gomes.236@examplehealth.org,luciana.gomes.236@examplehealth.org,27990000236,27990000236,1989-09-21,1989-09-21,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00237,CRM-B-00237,Renata Nascimento Santos,Renata Nascimento Santos,renata.nascimento.237@examplehealth.org,renata.nascimento.237@examplehealth.org,27990000237,27990000237,1951-10-22,1951-10-22,1.0,0.966,1.0,1.0,1.0,0.995,auto_match
HOS-A-00238,CRM-B-00238,Vanessa Almeida,Vanessa Almeida,vanessa.almeida.238@examplehealth.org,vanessa.almeida.238@examplehealth.org,27990000238,27990000238,1996-11-23,1996-11-23,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00239,CRM-B-00239,Fernanda Gomes,Fernanda Gomes,fernanda.gomes.239@examplehealth.org,fernanda.gomes.239@examplehealth.org,27990000239,27990000239,1994-12-24,1994-12-24,1.0,0.966,1.0,1.0,1.0,0.995,auto_match
HOS-A-00240,CRM-B-00240,Maria Dias,Maria Dias,maria.dias.240@examplehealth.org,maria.dias.240@examplehealth.org,27990000240,27990000240,1985-01-25,1985-01-25,1.0,0.971,1.0,1.0,1.0,0.996,auto_match
HOS-A-00241,CRM-B-X00241,Mateus Araujo Carvalho,Mateus Araujo Carvalho,mateus.araujo.241@examplehealth.org,,27990000241,27990000241,1947-02-26,1947-02-26,1.0,1.0,0.0,1.0,1.0,0.8,review
HOS-A-00242,CRM-B-00242,Fernanda Teixeira,Fernanda Teixeir,fernanda.teixeira.242@examplehealth.org,fernanda.teixeira.242@examplehealth.org,27990000242,27990000242,1927-03-27,1927-03-27,0.97,0.963,1.0,1.0,1.0,0.985,auto_match
HOS-A-00243,CRM-B-00243,Leticia Santos,Leticia Santos,leticia.santos.243@examplehealth.org,leticia.santos.243@examplehealth.org,27990000243,27990000243,1984-04-01,1984-04-01,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00244,CRM-B-00244,Maria Pereira,Maria Pereira,maria.pereira.244@examplehealth.org,maria.pereira.244@examplehealth.org,27990000244,27990000244,2003-05-02,2003-05-02,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00245,CRM-B-00245,Bianca Martins,Bianca Martins,bianca.martins.245@examplehealth.org,bianca.martins.245@examplehealth.org,27990000245,27990000245,1974-06-03,1974-06-03,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00246,CRM-B-00246,Renata Oliveira,Renata Oliveira,renata.oliveira.246@examplehealth.org,renata.oliveira.246@examplehealth.org,27990000246,27990000246,1959-07-04,1959-07-04,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00247,CRM-B-X00247,Camila Moreira,Camila Moreira,camila.moreira.247@examplehealth.org,camila.moreira.247@examplehealth.org,27990000247,27990000247,1977-08-05,1977-08-05,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00248,CRM-B-00248,Fernanda Nascimento,Fernanda Nascimento,fernanda.nascimento.248@examplehealth.org,fernanda.nascimento.248@examplehealth.org,27990000248,27990000248,1988-09-06,1988-09-06,1.0,0.973,1.0,1.0,1.0,0.996,auto_match
HOS-A-00249,CRM-B-00249,Lucas Costa,Lucas Costa,lucas.costa.249@examplehealth.org,lucas.costa.249@examplehealth.org,27990000249,27990000249,2016-10-07,2016-10-07,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00250,CRM-B-00250,Tatiana Dias,Tatiana Dias,tatiana.dias.250@examplehealth.org,tatiana.dias.250@examplehealth.org,27990000250,27990000250,1983-11-08,1983-11-08,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00251,CRM-B-00251,Fernanda Moreira,Fernanda Moreira,fernanda.moreira.251@examplehealth.org,fernanda.moreira.251@examplehealth.org,27990000251,27990000251,1998-12-09,1998-12-09,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00252,CRM-B-00252,Leticia Costa,Leticia Costa,leticia.costa.252@examplehealth.org,leticia.costa.252@examplehealth.org,27990000252,27990000252,2002-01-10,2002-01-10,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00253,CRM-B-00253,Felipe Rodrigues,Felipe Rodrigues,felipe.rodrigues.253@examplehealth.org,felipe.rodrigues.253@examplehealth.org,27990000253,27990000253,2007-02-11,2007-02-11,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00254,CRM-B-00254,Monica Barbosa,Monica Barbosa,monica.barbosa.254@examplehealth.org,monica.barbosa.254@examplehealth.org,27990000254,27990000254,1988-03-12,1988-03-12,1.0,0.963,1.0,1.0,1.0,0.994,auto_match
HOS-A-00255,CRM-B-00255,Carla Souza,Carla Souza,carla.souza.255@examplehealth.org,carla.souza.255@examplehealth.org,27990000255,27990000255,2016-04-13,2016-04-13,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00256,CRM-B-00256,Juliana Fernandes,Juliana Fernandes,juliana.fernandes.256@examplehealth.org,,27990000256,27990000256,1941-05-14,1941-05-14,1.0,0.971,0.0,1.0,1.0,0.796,review
HOS-A-00257,CRM-B-00257,Monica Rocha,Monica Roca,monica.rocha.257@examplehealth.org,monica.rocha.257@examplehealth.org,27990000257,27990000257,1988-06-15,1988-06-15,0.957,1.0,1.0,1.0,1.0,0.987,auto_match
HOS-A-00258,CRM-B-00258,Leticia Rocha,Leticia Rocha,leticia.rocha.258@examplehealth.org,leticia.rocha.258@examplehealth.org,27990000258,27990000258,1997-07-16,1997-07-16,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00259,CRM-B-00259,Ricardo Martins,Ricardo Martins,ricardo.martins.259@examplehealth.org,ricardo.martins.259@examplehealth.org,27990000259,27990000259,2008-08-17,2008-08-17,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00260,CRM-B-00260,Juliana Carvalho,Juliana Carvalho,juliana.carvalho.260@examplehealth.org,juliana.carvalho.260@examplehealth.org,27990000260,27990000260,1942-09-18,1942-09-18,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00261,CRM-B-00261,Juliana Oliveira,Juliana Oliveira,juliana.oliveira.261@examplehealth.org,juliana.oliveira.261@examplehealth.org,27990000261,27990000261,1979-10-19,1979-10-19,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00262,CRM-B-00262,Joao Rodrigues Souza,Joao Rodrigues Souza,joao.rodrigues.262@examplehealth.org,joao.rodrigues.262@examplehealth.org,27990000262,27990000262,1958-11-20,1958-11-20,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00263,CRM-B-00263,Monica Moreira,Monica Moreira,monica.moreira.263@examplehealth.org,monica.moreira.263@examplehealth.org,27990000263,27990000263,1995-12-21,1995-12-21,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00264,CRM-B-00264,Camila Silva Nascimento,Camila Silva Nasciment,camila.silva.264@examplehealth.org,camila.silva.264@examplehealth.org,27990000264,27990000264,1951-01-22,1951-01-22,0.978,1.0,1.0,1.0,1.0,0.993,auto_match
HOS-A-00265,CRM-B-00265,Andre Martins,Andre Martins,andre.martins.265@examplehealth.org,,27990000265,27990000265,2016-02-23,2016-02-23,1.0,1.0,0.0,1.0,1.0,0.8,review
HOS-A-00266,CRM-B-00266,Vanessa Pereira Martins,Vanessa Pereira Martins,vanessa.pereira.266@examplehealth.org,vanessa.pereira.266@examplehealth.org,27990000266,27990000266,2007-03-24,2007-03-24,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00267,CRM-B-00267,Patricia Silva,Patricia Silva,patricia.silva.267@examplehealth.org,patricia.silva.267@examplehealth.org,27990000267,27990000267,2013-04-25,2013-04-25,1.0,0.976,1.0,1.0,1.0,0.996,auto_match
HOS-A-00268,CRM-B-00268,Larissa Santos Rocha,Larissa Santos Rocha,larissa.santos.268@examplehealth.org,,27990000268,27990000268,1965-05-26,1965-05-26,1.0,0.971,0.0,1.0,1.0,0.796,review
HOS-A-00269,CRM-B-00269,Juliana Lima,Juliana Lim,juliana.lima.269@examplehealth.org,,27990000269,27990000269,1971-06-27,1971-06-27,0.957,0.97,0.0,1.0,1.0,0.782,review
HOS-A-00270,CRM-B-00270,Gabriela Rodrigues,Gabriela Rodrigues,gabriela.rodrigues.270@examplehealth.org,gabriela.rodrigues.270@examplehealth.org,27990000270,27990000270,2004-07-01,2004-07-01,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00271,CRM-B-00271,Vanessa Lima,Vanessa Lima,vanessa.lima.271@examplehealth.org,vanessa.lima.271@examplehealth.org,27990000271,27990000271,1965-08-02,1965-08-02,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00272,CRM-B-00272,Ana Pereira,Ana Pereira,ana.pereira.272@examplehealth.org,,27990000272,27990000272,1972-09-03,1972-09-03,1.0,1.0,0.0,1.0,1.0,0.8,review
HOS-A-00273,CRM-B-X00273,Beatriz Lima,Beatriz Lima,beatriz.lima.273@examplehealth.org,beatriz.lima.273@examplehealth.org,27990000273,27990000273,1975-10-04,1975-10-04,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00274,CRM-B-00274,Fernando Silva,Fernando Silva,fernando.silva.274@examplehealth.org,fernando.silva.274@examplehealth.org,27990000274,27990000274,2009-11-05,2009-11-05,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00275,CRM-B-00275,Eduardo Araujo,Eduardo Araujo,eduardo.araujo.275@examplehealth.org,eduardo.araujo.275@examplehealth.org,27990000275,27990000275,1968-12-06,1968-12-06,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00276,CRM-B-00276,Larissa Rocha,Larissa Rocha,larissa.rocha.276@examplehealth.org,larissa.rocha.276@examplehealth.org,27990000276,27990000276,1993-01-07,1993-01-07,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00277,CRM-B-00277,Mateus Silva,Mateus Silva,mateus.silva.277@examplehealth.org,mateus.silva.277@examplehealth.org,27990000277,27990000277,2004-02-08,2004-02-08,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00278,CRM-B-00278,Bianca Oliveira,Bianca Oliveira,bianca.oliveira.278@examplehealth.org,bianca.oliveira.278@examplehealth.org,27990000278,27990000278,1988-03-09,1988-03-09,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00279,CRM-B-00279,Bruno Rocha,Bruno Rocha,bruno.rocha.279@examplehealth.org,bruno.rocha.279@examplehealth.org,27990000279,27990000279,2013-04-10,2013-04-10,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00280,CRM-B-00280,Rafael Costa,Rafael Costa,rafael.costa.280@examplehealth.org,rafael.costa.280@examplehealth.org,27990000280,27990000280,1937-05-11,1937-05-11,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00281,CRM-B-00281,Carla Lima,Carla Lima,carla.lima.281@examplehealth.org,,27990000281,27990000281,2013-06-12,2013-06-12,1.0,1.0,0.0,1.0,1.0,0.8,review
HOS-A-00282,CRM-B-00282,Carla Rocha,Carla Roca,carla.rocha.282@examplehealth.org,carla.rocha.282@examplehealth.org,27990000282,27990000282,2014-07-13,2014-07-13,0.952,0.966,1.0,1.0,1.0,0.981,auto_match
HOS-A-00283,CRM-B-00283,Leticia Fernandes,Leticia Fernandes,leticia.fernandes.283@examplehealth.org,leticia.fernandes.283@examplehealth.org,27990000283,27990000283,1976-08-14,1976-08-14,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00284,CRM-B-00284,Aline Moreira Barbosa,Aline Moreira Barbosa,aline.moreira.284@examplehealth.org,aline.moreira.284@examplehealth.org,27990000284,27990000284,1996-09-15,1996-09-15,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00285,CRM-B-00285,Aline Gomes,Aline Gomes,aline.gomes.285@examplehealth.org,aline.gomes.285@examplehealth.org,27990000285,27990000285,2013-10-16,2013-10-16,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00286,CRM-B-00286,Rafael Silva,Rafael Silv,rafael.silva.286@examplehealth.org,rafael.silva.286@examplehealth.org,27990000286,27990000286,1973-11-17,1973-11-17,0.957,1.0,1.0,1.0,1.0,0.987,auto_match
HOS-A-00287,CRM-B-00287,Alex Silva,Alex Silva,alex.silva.287@examplehealth.org,alex.silva.287@examplehealth.org,27990000287,27990000287,2009-12-18,2009-12-18,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00288,CRM-B-00288,Monica Pereira,Monica Pereira,monica.pereira.288@examplehealth.org,monica.pereira.288@examplehealth.org,27990000288,27990000288,1999-01-19,1999-01-19,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00289,CRM-B-X00289,Renata Rocha,Renata Rocha,renata.rocha.289@examplehealth.org,renata.rocha.289@examplehealth.org,27990000289,27990000289,2016-02-20,2016-02-20,1.0,0.968,1.0,1.0,1.0,0.995,auto_match
HOS-A-00290,CRM-B-00290,Paulo Rodrigues,Paulo Rodrigues,paulo.rodrigues.290@examplehealth.org,paulo.rodrigues.290@examplehealth.org,27990000290,27990000290,1999-03-21,1999-03-21,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00291,CRM-B-00291,Rodrigo Barbosa,Rodrigo Barbosa,rodrigo.barbosa.291@examplehealth.org,rodrigo.barbosa.291@examplehealth.org,27990000291,27990000291,1956-04-22,1956-04-22,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00292,CRM-B-00292,Mateus Rocha,Mateus Rocha,mateus.rocha.292@examplehealth.org,mateus.rocha.292@examplehealth.org,27990000292,27990000292,1962-05-23,1962-05-23,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00293,CRM-B-00293,Renata Lima,Renata Lima,renata.lima.293@examplehealth.org,renata.lima.293@examplehealth.org,27990000293,27990000293,1933-06-24,1933-06-24,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00294,CRM-B-00294,Maria Rodrigues,Maria Rodrigues,maria.rodrigues.294@examplehealth.org,maria.rodrigues.294@examplehealth.org,27990000294,27990000294,2000-07-25,2000-07-25,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00295,CRM-B-00295,Tatiana Pereira Martins,Tatiana Pereira Martins,tatiana.pereira.295@examplehealth.org,tatiana.pereira.295@examplehealth.org,27990000295,27990000295,1994-08-26,1994-08-26,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00296,CRM-B-00296,Vinicius Almeida,Vinicius Almeida,vinicius.almeida.296@examplehealth.org,vinicius.almeida.296@examplehealth.org,27990000296,27990000296,2015-09-27,2015-09-27,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00297,CRM-B-00297,Luciana Santos,Luciana Santo,luciana.santos.297@examplehealth.org,luciana.santos.297@examplehealth.org,27990000297,27990000297,1984-10-01,1984-10-01,0.963,1.0,1.0,1.0,1.0,0.989,auto_match
HOS-A-00298,CRM-B-00298,Vanessa Rocha,Vanessa Rocha,vanessa.rocha.298@examplehealth.org,vanessa.rocha.298@examplehealth.org,27990000298,27990000298,2015-11-02,2015-11-02,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00299,CRM-B-00299,Larissa Costa Rocha,Larissa Costa Rocha,larissa.costa.299@examplehealth.org,larissa.costa.299@examplehealth.org,27990000299,27990000299,2015-12-03,2015-12-03,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00300,CRM-B-00300,Rodrigo Silva,Rodrigo Silv,rodrigo.silva.300@examplehealth.org,rodrigo.silva.300@examplehealth.org,27990000300,27990000300,2002-01-04,2002-01-04,0.96,0.971,1.0,1.0,1.0,0.984,auto_match
HOS-A-00301,CRM-B-00301,Patricia Nascimento,Patricia Nascimento,patricia.nascimento.301@examplehealth.org,patricia.nascimento.301@examplehealth.org,27990000301,27990000301,2001-02-05,2001-02-05,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00302,CRM-B-00302,Maria Costa Barbosa,Maria Costa Barbosa,maria.costa.302@examplehealth.org,maria.costa.302@examplehealth.org,27990000302,27990000302,2016-03-06,2016-03-06,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00303,CRM-B-00303,Gustavo Teixeira,Gustavo Teixeira,gustavo.teixeira.303@examplehealth.org,gustavo.teixeira.303@examplehealth.org,27990000303,27990000303,2016-04-07,2016-04-07,1.0,0.976,1.0,1.0,1.0,0.996,auto_match
HOS-A-00304,CRM-B-00304,Vinicius Moreira,Vinicius Moreir,vinicius.moreira.304@examplehealth.org,vinicius.moreira.304@examplehealth.org,27990000304,27990000304,2014-05-08,2014-05-08,0.968,1.0,1.0,1.0,1.0,0.99,auto_match
HOS-A-00305,CRM-B-00305,Ricardo Teixeira Dias,Ricardo Teixeira Dias,ricardo.teixeira.305@examplehealth.org,ricardo.teixeira.305@examplehealth.org,27990000305,27990000305,2014-06-09,2014-06-09,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00306,CRM-B-00306,Vinicius Oliveira,Vinicius Oliveira,vinicius.oliveira.306@examplehealth.org,vinicius.oliveira.306@examplehealth.org,27990000306,27990000306,2003-07-10,2003-07-10,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00307,CRM-B-00307,Alex Pereira Silva,Alex Pereira Silva,alex.pereira.307@examplehealth.org,alex.pereira.307@examplehealth.org,27990000307,27990000307,2016-08-11,2016-08-11,1.0,0.97,1.0,1.0,1.0,0.995,auto_match
HOS-A-00308,CRM-B-00308,Lucas Barbosa,Lucas Barbos,lucas.barbosa.308@examplehealth.org,lucas.barbosa.308@examplehealth.org,27990000308,27990000308,2012-09-12,2012-09-12,0.96,1.0,1.0,1.0,1.0,0.988,auto_match
HOS-A-00309,CRM-B-00309,Vinicius Carvalho Fernandes,Vinicius Carvalo Fernandes,vinicius.carvalho.309@examplehealth.org,vinicius.carvalho.309@examplehealth.org,27990000309,27990000309,2011-10-13,2011-10-13,0.981,1.0,1.0,1.0,1.0,0.994,auto_match
HOS-A-00310,CRM-B-00310,Beatriz Martins,Beatriz Martins,beatriz.martins.310@examplehealth.org,beatriz.martins.310@examplehealth.org,27990000310,27990000310,2015-11-14,2015-11-14,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
HOS-A-00311,CRM-B-00311,Gabriela Rocha,Gabriela Rocha,gabriela.rocha.311@examplehealth.org,gabriela.rocha.311@examplehealth.org,27990000311,27990000311,1958-12-15,1958-12-15,1.0,1.0,1.0,1.0,1.0,1.0,auto_match
